,CVX_close,XOM_close,spread,z_score,signal,position,cvx_returns,xom_returns,spread_returns,transaction_costs,net_returns,cum_returns,portfolio_value
2025-11-19 05:50:10.763715,101.53730516952277,98.53241045499033,4.470968784196117,,0,0,0.004145226632250587,0.0048253145036423195,0.0,0.0,0.0,1.0,100000.0
2025-11-19 06:05:10.763715,99.38173129019373,97.2091821020834,3.6189348043252068,,0,0,-0.021229378460755677,-0.013429371582372673,0.0,0.0,0.0,1.0,100000.0
2025-11-19 06:20:10.763715,97.92104180571023,95.18102622321248,4.156224054669181,,0,0,-0.014697766536369672,-0.02086383029888128,0.0,0.0,0.0,1.0,100000.0
2025-11-19 06:35:10.763715,99.44561853219504,97.30645703225929,3.586994480039337,,0,0,0.015569449613391573,0.02233040442390677,0.0,0.0,0.0,1.0,100000.0
2025-11-19 06:50:10.763715,99.32203821336591,96.98717027816997,3.7779502141972614,,0,0,-0.0012426924449076004,-0.0032812494034539785,0.0,0.0,0.0,1.0,100000.0
2025-11-19 07:05:10.763715,99.70411473826857,97.09516962383185,4.0536343270295845,,0,0,0.003846845390766962,0.001113542599006978,0.0,0.0,0.0,1.0,100000.0
2025-11-19 07:20:10.763715,98.56991311799987,95.05164779393016,4.93254876102209,,0,0,-0.011375675148874942,-0.021046585919966443,0.0,0.0,0.0,1.0,100000.0
2025-11-19 07:35:10.763715,97.27656104537412,94.28806938616397,4.391413732945992,,0,0,-0.013121164782578743,-0.008033300058317927,0.0,0.0,0.0,1.0,100000.0
2025-11-19 07:50:10.763715,96.03979314203465,94.45452510300275,2.9906668248371773,,0,0,-0.012713935300021406,0.00176539532437614,-0.0,0.0,-0.0,1.0,100000.0
2025-11-19 08:05:10.763715,94.78922422191533,92.84705775796375,3.323647574531904,,0,0,-0.013021362075091525,-0.01701842599161929,0.0,0.0,0.0,1.0,100000.0
2025-11-19 08:20:10.763715,96.36760285979263,93.3811093523999,4.375920827660295,,0,0,0.01665145643751731,0.005751949575271809,0.0,0.0,0.0,1.0,100000.0
2025-11-19 08:35:10.763715,96.31742199087353,92.55281819804392,5.1417068821367735,,0,0,-0.0005207234322525123,-0.008870007650371714,0.0,0.0,0.0,1.0,100000.0
2025-11-19 08:50:10.763715,96.12752606361751,92.15796198777367,5.340792058184178,,0,0,-0.0019715636416640647,-0.004266279708796561,0.0,0.0,0.0,1.0,100000.0
2025-11-19 09:05:10.763715,95.1748751264369,91.33905700292844,5.1948615326890035,,0,0,-0.00991028247778003,-0.008885884270681599,0.0,0.0,0.0,1.0,100000.0
2025-11-19 09:20:10.763715,98.11191579518785,93.92181270726007,5.58757559012362,,0,0,0.030859411844241347,0.028276575093706402,0.0,0.0,0.0,1.0,100000.0
2025-11-19 09:35:10.763715,97.67169155534737,93.91219012428775,5.1568307578341575,,0,0,-0.004486959981083949,-0.00010245312238932325,0.0,0.0,0.0,1.0,100000.0
2025-11-19 09:50:10.763715,96.59158589187982,92.44321222820147,5.523845914264285,,0,0,-0.011058533401722581,-0.015642036397427894,0.0,0.0,0.0,1.0,100000.0
2025-11-19 10:05:10.763715,98.00494932075108,93.60021755771976,5.797419217266864,,0,0,0.014632365912837564,0.012515849478079044,0.0,0.0,0.0,1.0,100000.0
2025-11-19 10:20:10.763715,96.97600244555441,91.91093892940371,6.432616016496709,,0,0,-0.010498927679959524,-0.018047806643978537,0.0,0.0,0.0,1.0,100000.0
2025-11-19 10:35:10.763715,98.65554538309904,92.20856360437227,7.81896266782779,,0,0,0.017319160361219943,0.0032381855569678653,0.0,0.0,0.0,1.0,100000.0
2025-11-19 10:50:10.763715,96.26991493300511,89.54649209307118,8.055794487808768,,0,0,-0.02418141261933171,-0.028870111486856143,0.0,0.0,0.0,1.0,100000.0
2025-11-19 11:05:10.763715,94.28569121919654,87.78890837862333,7.803003216017814,,0,0,-0.02061104671370495,-0.01962761101374111,0.0,0.0,0.0,1.0,100000.0
2025-11-19 11:20:10.763715,94.48359346696053,88.05733029108144,7.736477429112412,,0,0,0.002098963747361182,0.003057583439817213,0.0,0.0,0.0,1.0,100000.0
2025-11-19 11:35:10.763715,94.49784966452387,89.04706780111256,6.775722524864321,,0,0,0.00015088542931351867,0.011239694716606241,0.0,0.0,0.0,1.0,100000.0
2025-11-19 11:50:10.763715,94.38155049059057,89.28518796351737,6.424846203397706,,0,0,-0.0012307070938245568,0.0026740932439983656,-0.0,0.0,-0.0,1.0,100000.0
2025-11-19 12:05:10.763715,94.06033262038213,89.13935053731797,6.2472958290281895,,0,0,-0.0034033968348555765,-0.0016333888019477438,0.0,0.0,0.0,1.0,100000.0
2025-11-19 12:20:10.763715,93.45621119320663,88.74652975025302,6.030150367226156,,0,0,-0.0064227013699140745,-0.004406816795243462,0.0,0.0,0.0,1.0,100000.0
2025-11-19 12:35:10.763715,91.73407104600352,86.80866955373023,6.217036791430658,,0,0,-0.018427241220413282,-0.0218358982821778,0.0,0.0,0.0,1.0,100000.0
2025-11-19 12:50:10.763715,90.48205397358167,85.88496917716942,5.8749762607850755,,0,0,-0.01364833216432726,-0.010640646623308547,0.0,0.0,0.0,1.0,100000.0
2025-11-19 13:05:10.763715,90.54429138748436,85.3021152224368,6.511395284295702,,0,0,0.0006878426292231676,-0.006786448901556663,0.0,0.0,0.0,1.0,100000.0
2025-11-19 13:20:10.763715,91.87249681985045,86.67418469213727,6.487946412509544,,0,0,0.014669123939377249,0.01608482352544982,0.0,0.0,0.0,1.0,100000.0
2025-11-19 13:35:10.763715,92.3250236352629,87.1307931596086,6.49065868572923,,0,0,0.004925596136782673,0.005268102250897133,0.0,0.0,0.0,1.0,100000.0
2025-11-19 13:50:10.763715,90.03127600793367,84.86525446235488,6.428740567757828,,0,0,-0.024844267967813916,-0.026001584687788126,0.0,0.0,0.0,1.0,100000.0
2025-11-19 14:05:10.763715,90.53938762380643,85.28733918591078,6.521047702946547,,0,0,0.005643723363734088,0.0049735869671272415,0.0,0.0,0.0,1.0,100000.0
2025-11-19 14:20:10.763715,90.5175134189595,84.80459964136215,6.974730310333101,,0,0,-0.00024159877177243327,-0.0056601548266894675,0.0,0.0,0.0,1.0,100000.0
2025-11-19 14:35:10.763715,89.28036873797564,83.95626028857778,6.57330245192604,,0,0,-0.013667462066238478,-0.010003459203533627,0.0,0.0,0.0,1.0,100000.0
2025-11-19 14:50:10.763715,89.71842690388588,84.73858921872434,6.240672041895394,,0,0,0.0049065452137175836,0.009318291780237908,0.0,0.0,0.0,1.0,100000.0
2025-11-19 15:05:10.763715,90.8685356097556,86.06786298458006,6.08128538569153,,0,0,0.012819091301074836,0.01568675827756172,0.0,0.0,0.0,1.0,100000.0
2025-11-19 15:20:10.763715,91.39888809841867,87.28732744681153,5.410317951759353,,0,0,0.0058364810779028,0.014168638792041888,0.0,0.0,0.0,1.0,100000.0
2025-11-19 15:35:10.763715,90.03633844599592,86.20403863484879,5.11493874344616,,0,0,-0.014907726787174336,-0.012410608087672803,0.0,0.0,0.0,1.0,100000.0
2025-11-19 15:50:10.763715,89.5202955213435,85.81371505512709,4.9834117330339325,,0,0,-0.005731496122112434,-0.004527903633089192,0.0,0.0,0.0,1.0,100000.0
2025-11-19 16:05:10.763715,90.47191218926,86.2498049377679,5.505427145412412,,0,0,0.010630177909651817,0.005081820340264498,0.0,0.0,0.0,1.0,100000.0
2025-11-19 16:20:10.763715,91.89259668959387,87.52994568592783,5.665018246044923,,0,0,0.015703044911462793,0.014842245139958132,0.0,0.0,0.0,1.0,100000.0
2025-11-19 16:35:10.763715,91.46515837240564,86.9117605717448,5.846567001887877,,0,0,-0.004651498951891542,-0.007062555669818282,0.0,0.0,0.0,1.0,100000.0
2025-11-19 16:50:10.763715,91.72427474009052,86.67872549602195,6.335251091962192,,0,0,0.002832951610162615,-0.002681283570713844,0.0,0.0,0.0,1.0,100000.0
2025-11-19 17:05:10.763715,90.33947632907987,85.26068524247725,6.347393764833583,,0,0,-0.015097403767264539,-0.016359726627611537,0.0,0.0,0.0,1.0,100000.0
2025-11-19 17:20:10.763715,89.13518586614931,83.7528624840997,6.628491007311737,,0,0,-0.013330722203255707,-0.017684853858368377,0.0,0.0,0.0,1.0,100000.0
2025-11-19 17:35:10.763715,90.08879665814473,84.78835721438853,6.562014303717433,,0,0,0.010698477629557113,0.012363693604925174,0.0,0.0,0.0,1.0,100000.0
2025-11-19 17:50:10.763715,91.90814293594744,86.53957612841661,6.656198237389262,,0,0,0.020195033625618253,0.020654002171549335,0.0,0.0,0.0,1.0,100000.0
2025-11-19 18:05:10.763715,91.5514449770706,86.45479576065507,6.3830191902899145,,0,0,-0.0038810267238825746,-0.0009796716318061227,0.0,0.0,0.0,1.0,100000.0
2025-11-19 18:20:10.763715,91.6150905663181,87.77482062234783,5.146280706211684,,0,0,0.0006951893469671067,0.015268382165255057,0.0,0.0,0.0,1.0,100000.0
2025-11-19 18:35:10.763715,92.09844504085444,88.26107810064666,5.150612778469579,,0,0,0.005275926395405861,0.005539828789749901,0.0,0.0,0.0,1.0,100000.0
2025-11-19 18:50:10.763715,92.09813543396938,87.4198542767803,5.979010337944388,,0,0,-3.3616950311232685e-06,-0.009531084844749849,0.0,0.0,0.0,1.0,100000.0
2025-11-19 19:05:10.763715,93.06855475861806,87.90382829475853,6.4726567447896315,,0,0,0.010536796647142133,0.005536202524954126,0.0,0.0,0.0,1.0,100000.0
2025-11-19 19:20:10.763715,95.53078949321596,89.96438817500292,6.904990885721688,,0,0,0.026456140218185764,0.023441071000172453,0.0,0.0,0.0,1.0,100000.0
2025-11-19 19:35:10.763715,96.1082498941726,89.92504720279418,7.521206900435331,,0,0,0.006044756920988714,-0.0004372949453312902,0.0,0.0,0.0,1.0,100000.0
2025-11-19 19:50:10.763715,98.15604974770363,92.0697248981902,7.456239942943171,,0,0,0.02130722238502858,0.023849614341146408,0.0,0.0,0.0,1.0,100000.0
2025-11-19 20:05:10.763715,94.85819455015088,88.5307538492066,7.644699072953657,,0,0,-0.03359808392890118,-0.038437945295230924,0.0,0.0,0.0,1.0,100000.0
2025-11-19 20:20:10.763715,95.5634848153108,89.63792767294065,7.259289269828031,,0,0,0.007435206504874392,0.012506092804991598,0.0,0.0,0.0,1.0,100000.0
2025-11-19 20:35:10.763715,95.5048642311202,89.7640208520183,7.076451660196454,,0,0,-0.000613420327899239,0.0014066944913957435,-0.0,0.0,-0.0,1.0,100000.0
2025-11-19 20:50:10.763715,95.42817240822879,89.37125750813216,7.3866792142028,,0,0,-0.0008030148360381739,-0.004375509699299673,0.0,0.0,0.0,1.0,100000.0
2025-11-19 21:05:10.763715,96.12928464597978,89.5033037270182,7.957709962608135,,0,0,0.007347015247779476,0.001477502080285964,0.0,0.0,0.0,1.0,100000.0
2025-11-19 21:20:10.763715,93.51518413694092,86.88296681551006,7.924958097338859,,0,0,-0.027193591616393897,-0.02927642670599151,0.0,0.0,0.0,1.0,100000.0
2025-11-19 21:35:10.763715,92.97797408361662,86.60581193362766,7.6607791093402255,,0,0,-0.005744629156026915,-0.0031899794866687703,0.0,0.0,0.0,1.0,100000.0
2025-11-19 21:50:10.763715,93.39329444914507,87.07968458987364,7.609277619576801,,0,0,0.004466868305335936,0.005471603413973458,0.0,0.0,0.0,1.0,100000.0
2025-11-19 22:05:10.763715,95.52335218666101,89.0405625556522,7.807633500232328,,0,0,0.022807394792950575,0.02251820243738689,0.0,0.0,0.0,1.0,100000.0
2025-11-19 22:20:10.763715,94.10803136753596,88.35987568921145,7.062871536268872,,0,0,-0.014816490279354944,-0.007644682905224354,0.0,0.0,0.0,1.0,100000.0
2025-11-19 22:35:10.763715,91.94807767092605,87.30350121878827,5.943574403539614,,0,0,-0.02295185294201163,-0.011955363927160456,0.0,0.0,0.0,1.0,100000.0
2025-11-19 22:50:10.763715,91.10867356793864,86.65755584764325,5.740504582770427,,0,0,-0.009129109865587015,-0.007398848409598591,0.0,0.0,0.0,1.0,100000.0
2025-11-19 23:05:10.763715,91.7056634955611,87.86444628576264,5.148561521686148,,0,0,0.006552503776463103,0.013927122987882123,0.0,0.0,0.0,1.0,100000.0
2025-11-19 23:20:10.763715,91.96089565997792,88.30762969570453,4.967204448600583,,0,0,0.0027831668698321543,0.005043944720262816,0.0,0.0,0.0,1.0,100000.0
2025-11-19 23:35:10.763715,91.32789645102653,87.61744371982063,5.014121866008239,,0,0,-0.006883351933542281,-0.007815700390353508,0.0,0.0,0.0,1.0,100000.0
2025-11-19 23:50:10.763715,91.84840698745444,88.30344475855668,4.858838445106201,,0,0,0.005699359742803445,0.007829503003188742,0.0,0.0,0.0,1.0,100000.0
2025-11-20 00:05:10.763715,92.80727950380688,88.44096630851284,5.68223560906813,,0,0,0.010439729417227817,0.0015573746905590546,0.0,0.0,0.0,1.0,100000.0
2025-11-20 00:20:10.763715,94.2694384442676,89.74433960713974,5.860414278915641,,0,0,0.01575478721365542,0.014737212323984394,0.0,0.0,0.0,1.0,100000.0
2025-11-20 00:35:10.763715,93.584382112504,88.81309990114524,6.092741639888601,,0,0,-0.007267003421990381,-0.010376584306832637,0.0,0.0,0.0,1.0,100000.0
2025-11-20 00:50:10.763715,93.52961768202603,88.3864986988517,6.458230967671469,,0,0,-0.0005851877123271843,-0.004803358995107421,0.0,0.0,0.0,1.0,100000.0
2025-11-20 01:05:10.763715,92.49801313438353,87.8769557590135,5.928587817022262,,0,0,-0.011029709873824789,-0.005764940882818537,0.0,0.0,0.0,1.0,100000.0
2025-11-20 01:20:10.763715,91.26227935151061,85.97743531857455,6.56411131072511,,0,0,-0.013359571097787848,-0.021615683247471984,0.0,0.0,0.0,1.0,100000.0
2025-11-20 01:35:10.763715,91.61702316662478,86.36881610628521,6.533297733918673,,0,0,0.003887080375757579,0.004552133780921341,0.0,0.0,0.0,1.0,100000.0
2025-11-20 01:50:10.763715,92.3040938602783,86.71635587293322,6.877999741563599,,0,0,0.007499378062130857,0.004023903328955303,0.0,0.0,0.0,1.0,100000.0
2025-11-20 02:05:10.763715,91.78654553434326,86.73168016728545,6.345355133059286,,0,0,-0.005606992109347342,0.0001767174623283907,-0.0,0.0,-0.0,1.0,100000.0
2025-11-20 02:20:10.763715,90.75888172960141,86.43566758521945,5.609299508127805,-0.20201716075794493,0,0,-0.011196235774635799,-0.0034129695342585142,0.0,0.0,0.0,1.0,100000.0
2025-11-20 02:35:10.763715,89.51866774014704,84.62839501439339,6.149467491363623,0.26246518245316836,0,0,-0.013664932465225266,-0.020908875020190232,0.0,0.0,0.0,1.0,100000.0
2025-11-20 02:50:10.763715,89.25309525793696,84.10450804446165,6.399987009912152,0.47404482811364396,0,0,-0.0029666715213073624,-0.00619043962540744,0.0,0.0,0.0,1.0,100000.0
2025-11-20 03:05:10.763715,88.43264248835536,83.68162766381118,5.996122539443789,0.12927715323204667,0,0,-0.00919242931811537,-0.00502803464978252,0.0,0.0,0.0,1.0,100000.0
2025-11-20 03:20:10.763715,87.10795850870291,82.6888933178866,5.649401907260668,-0.16765987283456338,0,0,-0.014979581547920895,-0.011863229404581732,0.0,0.0,0.0,1.0,100000.0
2025-11-20 03:35:10.763715,87.56102131293714,82.49733637563646,6.291171457909968,0.37388022062086385,0,0,0.0052011643022142895,-0.0023165982100367133,0.0,0.0,0.0,1.0,100000.0
2025-11-20 03:50:10.763715,87.49121235031919,83.00715171418366,5.7191327526387,-0.12539030249633373,0,0,-0.0007972607168258428,0.006179779383734818,-0.0,0.0,-0.0,1.0,100000.0
2025-11-20 04:05:10.763715,90.65188038556187,85.39773326124359,6.524788954394651,0.5534894531905541,0,0,0.036125548501799276,0.028799705780669926,0.0,0.0,0.0,1.0,100000.0
2025-11-20 04:20:10.763715,90.44622802978932,85.63021715694929,6.0901118551845315,0.16757257044806234,0,0,-0.0022685944836208227,0.0027223661194202275,-0.0,0.0,-0.0,1.0,100000.0
2025-11-20 04:35:10.763715,91.13359337614708,85.97026502019975,6.442488946114807,0.4589433180539348,0,0,0.007599712683776794,0.00397111994504451,0.0,0.0,0.0,1.0,100000.0
2025-11-20 04:50:10.763715,90.9131995037577,85.88290443686604,6.308155809776949,0.32997632045102837,0,0,-0.0024183603896723582,-0.0010161720836056043,0.0,0.0,0.0,1.0,100000.0
2025-11-20 05:05:10.763715,88.94171786525341,83.45463776359371,6.728810410026313,0.6862517924089575,0,0,-0.021685317965547957,-0.02827415641325215,0.0,0.0,0.0,1.0,100000.0
2025-11-20 05:20:10.763715,88.66307090965978,83.42979633723101,6.474635262607052,0.45012669982809783,0,0,-0.00313291627687895,-0.00029766382106966027,0.0,0.0,0.0,1.0,100000.0
2025-11-20 05:35:10.763715,88.69100815109746,83.51355624663981,6.420058867113127,0.38748639154257103,0,0,0.0003150944485799112,0.0010039567766679802,0.0,0.0,0.0,1.0,100000.0
2025-11-20 05:50:10.763715,91.73829942258288,86.66564905677355,6.362157647991879,0.32053466465840946,0,0,0.034358514295991904,0.03774348682775153,0.0,0.0,0.0,1.0,100000.0
2025-11-20 06:05:10.763715,91.03789838121676,86.42458519093881,5.899233657916909,-0.11705955175803175,0,0,-0.007634772453539829,-0.0027815388041092515,0.0,0.0,0.0,1.0,100000.0
2025-11-20 06:20:10.763715,91.84204329397723,86.82506925677212,6.308853349264098,0.24474906560184742,0,0,0.008833078608571743,0.004633913659504607,0.0,0.0,0.0,1.0,100000.0
2025-11-20 06:35:10.763715,91.58283342655069,86.7885516681526,6.085617721425891,0.02324349832775735,0,0,-0.0028223443003857485,-0.00042058807360723094,0.0,0.0,0.0,1.0,100000.0
2025-11-20 06:50:10.763715,90.0871977232923,85.28891979604934,6.067300710357884,-0.009007440643152533,0,0,-0.016330961243494202,-0.017279143887978465,0.0,0.0,0.0,1.0,100000.0
2025-11-20 07:05:10.763715,91.04605229027148,86.77225184882376,5.56489387775413,-0.5179405687006915,0,0,0.010643627410016121,0.0173918494491605,0.0,0.0,0.0,1.0,100000.0
2025-11-20 07:20:10.763715,90.77763393599491,87.76527198231379,4.318230640705963,-1.7397327899795183,0,0,-0.002948160271911582,0.011443982521279983,-0.0,0.0,-0.0,1.0,100000.0
2025-11-20 07:35:10.763715,91.81572716981334,88.82173344837523,4.315581609422722,-1.7765169070998121,0,0,0.011435561699596253,0.012037351929751194,0.0,0.0,0.0,1.0,100000.0
2025-11-20 07:50:10.763715,92.01539935033904,87.62712133196689,5.692091147380637,-0.4408012586200532,0,0,0.002174705648809061,-0.013449547425266939,0.0,0.0,0.0,1.0,100000.0
2025-11-20 08:05:10.763715,94.24793108298657,89.49944900875325,6.08015376312251,-0.06724061940068828,0,0,0.024262588092971216,0.02136698830597461,0.0,0.0,0.0,1.0,100000.0
2025-11-20 08:20:10.763715,92.5162457571435,87.64588857744555,6.1744495485203,0.01837927475850072,0,0,-0.018373722435544027,-0.020710299916219754,0.0,0.0,0.0,1.0,100000.0
2025-11-20 08:35:10.763715,93.16676117076024,88.42967111286595,6.052844409267664,-0.12938625500651815,0,0,0.007031364148998742,0.008942604703332302,0.0,0.0,0.0,1.0,100000.0
2025-11-20 08:50:10.763715,96.03483758256539,91.392589161367,6.0020883409790144,-0.23005846179187484,0,0,0.03078433097559774,0.03350592636174543,0.0,0.0,0.0,1.0,100000.0
2025-11-20 09:05:10.763715,95.07587478460202,90.05371709653791,6.36207638996548,0.15478018245803943,0,0,-0.009985572133017873,-0.014649678678706812,0.0,0.0,0.0,1.0,100000.0
2025-11-20 09:20:10.763715,93.79407682961777,89.30092828581657,5.821866422032102,-0.5291370827067124,0,0,-0.013481842348421424,-0.00835933079713247,0.0,0.0,0.0,1.0,100000.0
2025-11-20 09:35:10.763715,94.53872962740672,89.44345638935249,6.42611180688661,0.20620012333806048,0,0,0.007939230524563579,0.0015960427990149295,0.0,0.0,0.0,1.0,100000.0
2025-11-20 09:50:10.763715,94.28718408292121,88.77938912689982,6.828752798405517,0.6946612691154633,0,0,-0.002660767131913988,-0.007424436501670462,0.0,0.0,0.0,1.0,100000.0
2025-11-20 10:05:10.763715,92.71806448246755,86.74688992406897,7.261890631966509,1.2156267205891325,0,0,-0.016641918153730173,-0.02289381829295567,0.0,0.0,0.0,1.0,100000.0
2025-11-20 10:20:10.763715,93.01492349686407,86.84483423746028,7.462262656683478,1.4350411446933922,0,0,0.0032017386908744783,0.0011290815552815747,0.0,0.0,0.0,1.0,100000.0
2025-11-20 10:35:10.763715,91.70301207035854,85.48051507241955,7.494370547266357,1.4460663577898032,0,0,-0.014104311192061125,-0.015709848225517464,0.0,0.0,0.0,1.0,100000.0
2025-11-20 10:50:10.763715,92.60173109377519,86.09853038085244,7.784269776844397,1.761601747801656,0,0,0.009800321746543217,0.007229896870758257,0.0,0.0,0.0,1.0,100000.0
2025-11-20 11:05:10.763715,91.7449972138004,84.92775713322379,8.080889086551053,2.059797342240446,-1,-1,-0.009251812788544922,-0.013598063084814482,0.0,0.001,-0.001,0.999,99900.0
2025-11-20 11:20:10.763715,93.42079101891547,86.9340682463264,7.78022389204591,1.6547731599645308,0,-1,0.018265778582017278,0.02362373834923459,0.0050064596865595536,0.0,0.0050064596865595536,1.004001453226873,100400.14532268731
2025-11-20 11:35:10.763715,92.13585681111078,85.92726612831486,7.487111487941149,1.3158078612338748,0,-1,-0.01375426383988243,-0.011581214802450002,0.002345367147165805,0.0,0.002345367147165805,1.006356205250978,100635.62052509781
2025-11-20 11:50:10.763715,91.77625984202479,85.52171095225549,7.527035396913547,1.3853675657461486,0,-1,-0.003902899278651284,-0.004719749554858987,-0.0007466246275532815,0.0,-0.0007466246275532815,1.0056048349240465,100560.48349240464
2025-11-20 12:05:10.763715,93.5299573595981,86.58036270351319,8.237832953672083,2.2221901905582793,0,-1,0.019108400370553058,0.012378748501052694,-0.006913836566784022,0.0,-0.006913836566784022,0.9986522474446138,99865.22474446137
2025-11-20 12:20:10.763715,91.34987766085348,85.0049989968241,7.609676959793788,1.4702776054341904,0,-1,-0.023308892255374247,-0.018195392783046938,0.005384230629957482,0.0,0.005384230629957482,1.0040292214639808,100402.92214639808
2025-11-20 12:35:10.763715,90.87045969643701,85.3040527854065,6.835654859481295,0.5344130162638432,0,-1,-0.005248151138158796,0.0035180729617274586,0.008713878323298056,0.0,0.008713878323298056,1.0127782099328535,101277.82099328535
2025-11-20 12:50:10.763715,92.57414418361314,87.00182598969377,6.866827487946509,0.5657940999147487,0,-1,0.018748496407605675,0.019902608948231926,0.0008579795346141013,0.0,0.0008579795346141013,1.013647152910079,101364.7152910079
2025-11-20 13:05:10.763715,90.64245198660286,84.93759907046422,6.9686483613295565,0.6783589444641457,0,-1,-0.020866433214644986,-0.023726248222354362,-0.002506789671897793,0.0,-0.002506789671897793,1.0111061526962155,101110.61526962156
2025-11-20 13:20:10.763715,90.9634113542111,85.18167820615488,7.049160272307134,0.7614755618705749,0,-1,0.003540938716614539,0.002873628856499444,-0.0007100668852695301,0.0,-0.0007100668852695301,1.0103881996996937,101038.81996996938
2025-11-20 13:35:10.763715,91.40754288323114,85.5229369250854,7.15711070666832,0.8765860798448456,0,-1,0.004882529386355028,0.004006245546191334,-0.000935893187837775,0.0,-0.000935893187837775,1.0094425842665231,100944.2584266523
2025-11-20 13:50:10.763715,92.25454289180496,86.54045142625509,7.001735919056657,0.6771591120014564,0,-1,0.0092661938157097,0.011897562662762429,0.0024543437643258365,0.0,0.0024543437643258365,1.0119201033786627,101192.01033786626
2025-11-20 14:05:10.763715,91.4941444353104,84.95805724314724,7.800187036651167,1.5956334740143776,0,-1,-0.00824239579601349,-0.01828502344312677,-0.009770562865490929,0.0,-0.009770562865490929,1.0020330743937473,100203.30743937474
2025-11-20 14:20:10.763715,89.07951995102042,83.30019093542545,7.0187612934062145,0.6654509304162813,0,-1,-0.026391027526326716,-0.01951393854236838,0.007167438922236213,0.0,0.007167438922236213,1.0092150852525252,100921.50852525252
2025-11-20 14:35:10.763715,89.29802137768141,83.96331395349851,6.5840063789312495,0.15229372422965398,0,-1,0.0024528806035453155,0.007960642234147164,0.005389314399853505,0.0,0.005389314399853505,1.0146540626440261,101465.40626440261
2025-11-20 14:50:10.763715,89.63389091244787,84.34661981763945,6.5422732977121,0.10180519446299273,0,-1,0.003761220344915772,0.004565158830596161,0.0007360130086264145,0.0,0.0007360130086264145,1.0154008612333878,101540.08612333878
2025-11-20 15:05:10.763715,89.14675344907135,84.67260618236058,5.733999854925997,-0.8377471449868035,0,0,-0.0054347463712396404,0.0038648420698532693,0.009242083050574269,0.001,0.008242083050574268,1.023769879461298,102376.9879461298
2025-11-20 15:20:10.763715,89.55063071682356,85.1222833915813,5.6948907078175495,-0.8669744577243533,0,0,0.00453047645737259,0.005310775580147364,0.0,0.0,0.0,1.023769879461298,102376.9879461298
